date	place	confirmed	deaths	updated
2020-01-26	Heilongjiang	15	1	2020-01-26 18:53:00
2020-01-26	Henan	83	1	2020-01-26 18:53:00
2020-01-26	Hong Kong	5	0	2020-01-26 18:53:00
2020-01-26	Hubei	1053	52	2020-01-26 18:53:00
2020-01-26	Hunan	69	0	2020-01-26 18:53:00
2020-01-26	Inner Mongolia	7	0	2020-01-26 18:53:00
2020-01-26	Jiangsu	31	0	2020-01-26 18:53:00
2020-01-26	Jiangxi	36	0	2020-01-26 18:53:00
2020-01-26	Jilin	4	0	2020-01-26 18:53:00
2020-01-26	Liaoning	19	0	2020-01-26 18:53:00
2020-01-26	Macau	5	0	2020-01-26 18:53:00
2020-01-26	Ningxia	4	0	2020-01-26 18:53:00
2020-01-26	Qinghai	1	0	2020-01-26 18:53:00
2020-01-26	Shaanxi	22	0	2020-01-26 18:53:00
2020-01-26	Shandong	39	0	2020-01-26 18:53:00
2020-01-26	Shanghai	40	1	2020-01-26 18:53:00
2020-01-26	Shanxi	9	0	2020-01-26 18:53:00
2020-01-26	Sichuan	44	0	2020-01-26 18:53:00
2020-01-26	Taiwan	3	0	2020-01-26 18:53:00
2020-01-26	Tianjin	13	0	2020-01-26 18:53:00
2020-01-26	Xinjiang	4	0	2020-01-26 18:53:00
2020-01-26	Yunnan	11	0	2020-01-26 18:53:00
2020-01-26	Zhejiang	104	0	2020-01-26 18:53:00
2020-01-25	Anhui	39	0	2020-01-26 03:08:00
2020-01-25	Beijing	41	0	2020-01-26 03:08:00
2020-01-25	CHINA TOTAL	1377	41	2020-01-26 03:08:00
2020-01-25	Chongqing	57	0	2020-01-26 03:08:00
2020-01-25	Fujian	18	0	2020-01-26 03:08:00
2020-01-25	Gansu	4	0	2020-01-26 03:08:00
2020-01-25	Guangdong	78	0	2020-01-26 03:08:00
2020-01-25	Guangxi	23	0	2020-01-26 03:08:00
2020-01-25	Guizhou	4	0	2020-01-26 03:08:00
2020-01-25	Hainan	19	0	2020-01-26 03:08:00
2020-01-25	Hebei	8	1	2020-01-26 03:08:00
2020-01-25	Heilongjiang	9	1	2020-01-26 03:08:00
2020-01-25	Henan	32	0	2020-01-26 03:08:00
2020-01-25	Hong Kong	5	0	2020-01-26 03:08:00
2020-01-25	Hubei	730	39	2020-01-26 03:08:00
2020-01-25	Hunan	43	0	2020-01-26 03:08:00
2020-01-25	Inner Mongolia	7	0	2020-01-26 03:08:00
2020-01-25	Jiangsu	18	0	2020-01-26 03:08:00
2020-01-25	Jiangxi	18	0	2020-01-26 03:08:00
2020-01-25	Jilin	4	0	2020-01-26 03:08:00
2020-01-25	Liaoning	16	0	2020-01-26 03:08:00
2020-01-25	Macau	2	0	2020-01-26 03:08:00
2020-01-25	Ningxia	3	0	2020-01-26 03:08:00
2020-01-25	Qinghai	1	0	2020-01-26 03:08:00
2020-01-25	Shaanxi	15	0	2020-01-26 03:08:00
2020-01-25	Shandong	27	0	2020-01-26 03:08:00
2020-01-25	Shanghai	33	0	2020-01-26 03:08:00
2020-01-25	Shanxi	6	0	2020-01-26 03:08:00
2020-01-25	Sichuan	28	0	2020-01-26 03:08:00
2020-01-25	Taiwan	3	0	2020-01-26 03:08:00
2020-01-25	Tianjin	10	0	2020-01-26 03:08:00
2020-01-25	Xinjiang	3	0	2020-01-26 03:08:00
2020-01-25	Yunnan	11	0	2020-01-26 03:08:00
2020-01-25	Zhejiang	62	0	2020-01-26 03:08:00
