updated	id	confirmed	deaths	recovered
2020-02-03 21:00:00	2354	10		
2020-02-02 21:00:00	2357	10		
2020-01-28 18:00:00	2360	8		
2020-01-28 23:00:00	2363	8		
2020-02-01 10:00:00	2369	10		
2020-01-27 20:30:00	2372	5		
2020-01-31 19:00:00	2375	10		
2020-01-29 13:30:00	2378	8		
2020-01-23 12:00:00	2381	1		
2020-01-26 23:00:00	2384	4		
2020-01-28 13:00:00	2387	8		
2020-01-30 11:00:00	2390	9		
2020-01-29 14:30:00	2393	8		
2020-01-29 21:00:00	2396	8		
2020-01-26 11:00:00	2399	4		
2020-01-21 22:00:00	2402	1		
2020-01-29 21:00:00	104	4		
2020-01-21 22:00:00	2408	1		
2020-01-26 11:00:00	2411	3		
2020-01-30 11:00:00	2414	4		
2020-01-29 14:30:00	2417	4		
2020-01-29 13:30:00	2420	4		
2020-01-23 12:00:00	2423	1		
2020-01-28 13:00:00	2426	4		
2020-01-26 23:00:00	2429	3		
2020-01-31 19:00:00	2432	11		
2020-01-28 18:00:00	2435	4		
2020-01-25 12:00:00	2438	2		
2020-01-28 23:00:00	2441	4		
2020-01-27 20:30:00	2444	4		
2020-02-01 10:00:00	2447	12		
2020-01-22 12:00:00	2450	1		
2020-02-03 21:00:00	2453	15		
2020-01-27 09:00:00	2456	4		
2020-02-02 21:00:00	2459	15		
2020-01-24 12:00:00	2462	1		
2020-01-27 19:00:00	2465	4		
2020-01-25 22:00:00	2468	2		
2020-01-31 14:00:00	2471	11		
2020-01-31 19:00:00	107	1		
2020-01-23 12:00:00	2483	1		
2020-01-29 13:30:00	2486	1		
2020-01-26 23:00:00	2489	1		
2020-01-28 13:00:00	2492	1		
2020-01-30 11:00:00	2495	1		
2020-01-29 14:30:00	2498	1		
2020-01-29 21:00:00	2501	1		
2020-01-21 22:00:00	2504	1		
2020-01-26 11:00:00	2507	1		
2020-01-25 12:00:00	2510	1		
2020-01-31 14:00:00	2513	1		
2020-01-24 12:00:00	2516	1		
2020-01-27 19:00:00	2519	1		
2020-01-25 22:00:00	2525	1		
2020-01-22 12:00:00	2528	1		
2020-02-03 21:00:00	2531	1		
2020-01-27 09:00:00	2534	1		
2020-02-02 21:00:00	2537	1		
2020-01-28 18:00:00	2540	1		
2020-01-28 23:00:00	2546	1		
2020-01-27 20:30:00	2549	1		
2020-02-01 10:00:00	2552	1		
2020-01-25 12:00:00	110	2		
2020-01-31 14:00:00	2558	7		
2020-01-24 12:00:00	2561	2		
2020-01-27 19:00:00	2564	6		
2020-01-25 22:00:00	2570	2		
2020-01-22 12:00:00	2573	1		
2020-02-02 21:00:00	2576	8		
2020-02-03 21:00:00	2579	8		
2020-01-27 09:00:00	2582	6		
2020-01-28 18:00:00	2585	7		
2020-01-28 23:00:00	2588	7		
2020-02-01 10:00:00	2594	7		
2020-01-27 20:30:00	2597	6		
2020-01-31 19:00:00	2600	7		
2020-01-29 13:30:00	2603	7		
2020-01-28 13:00:00	2606	7		
2020-01-23 12:00:00	2609	2		
2020-01-26 23:00:00	2612	6		
2020-01-30 11:00:00	2615	7		
2020-01-29 14:30:00	2618	7		
2020-01-29 21:00:00	2621	7		
2020-01-26 11:00:00	2624	5		
2020-02-01 10:00:00	113	13		
2020-01-27 20:30:00	2630	8		
2020-01-28 23:00:00	2633	8		
2020-01-28 18:00:00	2636	8		
2020-01-25 12:00:00	2639	5		
2020-02-02 21:00:00	2642	15		
2020-02-03 21:00:00	2645	15		
2020-01-27 09:00:00	2648	8		
2020-01-25 22:00:00	2651	5		
2020-01-27 19:00:00	2654	8		
2020-01-24 12:00:00	2657	2		
2020-01-31 14:00:00	2660	12		
2020-01-26 11:00:00	2666	8		
2020-01-29 21:00:00	2672	10		
2020-01-29 14:30:00	2675	10		
2020-01-30 11:00:00	2678	10		
2020-01-23 12:00:00	2681	2		
2020-01-29 13:30:00	2684	10		
2020-01-28 13:00:00	2687	8		
2020-01-26 23:00:00	2690	8		
2020-01-31 19:00:00	2693	13		
2020-01-31 19:00:00	116	16		
2020-01-29 13:30:00	2699	7		
2020-01-28 13:00:00	2702	7		
2020-01-23 12:00:00	2705	1		
2020-01-26 23:00:00	2708	4		
2020-01-29 14:30:00	2711	7		
2020-01-30 11:00:00	2714	10		
2020-01-26 11:00:00	2717	4		
2020-01-29 21:00:00	2720	10		
2020-01-24 12:00:00	2723	1		
2020-01-31 14:00:00	2726	13		
2020-01-25 12:00:00	2729	3		
2020-01-25 22:00:00	2732	3		
2020-01-27 19:00:00	2735	5		
2020-02-03 21:00:00	2738	18		
2020-02-02 21:00:00	2744	18		
2020-01-27 09:00:00	2747	4		
2020-01-27 20:30:00	2750	5		
2020-02-01 10:00:00	2753	18		
2020-01-28 23:00:00	2756	7		
2020-01-28 18:00:00	2759	7		
2020-01-29 13:30:00	119	2		
2020-01-23 12:00:00	2768	2		
2020-01-28 13:00:00	2771	2		
2020-01-26 23:00:00	2774	2		
2020-01-31 19:00:00	2777	2		
2020-01-29 21:00:00	2780	2		
2020-01-26 11:00:00	2783	2		
2020-01-30 11:00:00	2786	2		
2020-01-29 14:30:00	2789	2		
2020-01-24 12:00:00	2792	2		
2020-01-27 19:00:00	2795	2		
2020-01-25 22:00:00	2798	2		
2020-01-25 12:00:00	2801	2		
2020-01-31 14:00:00	2804	2		
2020-01-28 18:00:00	2807	2		
2020-01-28 23:00:00	2816	2		
2020-02-01 10:00:00	2819	6		1
2020-01-27 20:30:00	2822	2		
2020-02-03 21:00:00	2825	8		1
2020-01-27 09:00:00	2828	2		
2020-02-02 21:00:00	2831	6		1
2020-01-29 13:30:00	122	4		
2020-01-26 23:00:00	2837	3		
2020-01-28 13:00:00	2840	3		
2020-01-31 19:00:00	2843	6		
2020-01-26 11:00:00	2846	3		
2020-01-29 21:00:00	2849	5		
2020-01-29 14:30:00	2852	5		
2020-01-30 11:00:00	2855	5		
2020-01-25 22:00:00	2858	3		
2020-01-27 19:00:00	2861	3		
2020-01-24 12:00:00	2864	2		
2020-01-31 14:00:00	2867	5		
2020-01-25 12:00:00	2870	3		
2020-02-01 10:00:00	2873	6		
2020-01-27 20:30:00	2876	3		
2020-01-28 23:00:00	2879	4		
2020-01-28 18:00:00	2882	4		
2020-02-03 21:00:00	2885	6		
2020-02-02 21:00:00	2891	6		
2020-01-27 09:00:00	2894	3		
2020-01-27 09:00:00	125	1		
2020-02-03 21:00:00	2900	2		
2020-02-02 21:00:00	2903	2		
2020-01-28 23:00:00	2906	1		
2020-01-25 12:00:00	2909	1		
2020-01-28 18:00:00	2912	1		
2020-02-01 10:00:00	2915	2		
2020-01-27 20:30:00	2918	1		
2020-01-31 14:00:00	2921	2		
2020-01-25 22:00:00	2927	1		
2020-01-24 12:00:00	2930	1		
2020-01-27 19:00:00	2933	1		
2020-01-29 14:30:00	2936	1		
2020-01-30 11:00:00	2939	1		
2020-01-26 11:00:00	2942	1		
2020-01-29 21:00:00	2945	1		
2020-01-31 19:00:00	2948	2		
2020-01-26 23:00:00	2951	1		
2020-01-29 13:30:00	2954	1		
2020-01-28 13:00:00	2957	1		
2020-01-29 21:00:00	128	7		
2020-01-26 11:00:00	2963	4		
2020-01-30 11:00:00	2966	8		
2020-01-29 14:30:00	2969	7		
2020-01-29 13:30:00	2972	7		
2020-01-28 13:00:00	2975	4		
2020-01-26 23:00:00	2978	4		
2020-01-31 19:00:00	2981	8		
2020-01-28 18:00:00	2984	4		
2020-01-25 12:00:00	2987	3		
2020-01-28 23:00:00	2990	7		
2020-01-27 20:30:00	2993	4		
2020-02-01 10:00:00	2996	8		
2020-02-03 21:00:00	2999	8		
2020-01-27 09:00:00	3002	4		
2020-02-02 21:00:00	3005	8		
2020-01-27 19:00:00	3008	4		
2020-01-25 22:00:00	3011	3		
2020-01-31 14:00:00	3014	8		
2020-01-31 19:00:00	131	1		
2020-01-28 13:00:00	3023	1		
2020-01-29 13:30:00	3026	1		
2020-01-26 23:00:00	3029	1		
2020-01-30 11:00:00	3032	1		
2020-01-29 14:30:00	3035	1		
2020-01-29 21:00:00	3038	1		
2020-01-26 11:00:00	3041	1		
2020-01-31 14:00:00	3044	1		
2020-01-25 12:00:00	3047	1		
2020-01-27 19:00:00	3050	1		
2020-01-25 22:00:00	3053	1		
2020-02-02 21:00:00	3056	1		
2020-02-03 21:00:00	3059	1		
2020-01-27 09:00:00	3062	1		
2020-02-01 10:00:00	3065	1		
2020-01-27 20:30:00	3068	1		
2020-01-28 18:00:00	3071	1		
2020-01-28 23:00:00	3077	1		
2020-02-03 21:00:00	134	4		2
2020-01-27 09:00:00	3083	3		
2020-02-02 21:00:00	3086	4		2
2020-01-28 18:00:00	3089	3		
2020-01-28 23:00:00	3092	3		
2020-01-27 20:30:00	3095	3		
2020-02-01 10:00:00	3098	4		2
2020-01-31 14:00:00	3101	4		
2020-01-27 19:00:00	3104	3		
2020-01-30 11:00:00	3107	4		
2020-01-29 14:30:00	3110	3		
2020-01-29 21:00:00	3113	4		
2020-01-26 11:00:00	3116	3		
2020-01-31 19:00:00	3119	4		
2020-01-26 23:00:00	3122	3		
2020-01-29 13:30:00	3125	3		
2020-01-28 13:00:00	3128	3		
2020-02-03 21:00:00	137	4		
2020-01-27 09:00:00	3134	2		
2020-02-02 21:00:00	3137	4		
2020-02-01 10:00:00	3140	3		
2020-01-27 20:30:00	3143	2		
2020-01-28 23:00:00	3146	2		
2020-01-28 18:00:00	3149	2		
2020-01-31 14:00:00	3152	2		
2020-01-27 19:00:00	3155	2		
2020-01-29 14:30:00	3158	2		
2020-01-30 11:00:00	3161	2		
2020-01-26 11:00:00	3164	2		
2020-01-29 21:00:00	3167	2		
2020-01-31 19:00:00	3170	3		
2020-01-29 13:30:00	3173	2		
2020-01-26 23:00:00	3176	2		
2020-01-28 13:00:00	3179	2		
2020-01-26 11:00:00	140	1		
2020-01-29 21:00:00	3185	2		
2020-01-29 14:30:00	3188	1		
2020-01-30 11:00:00	3191	3		
2020-01-29 13:30:00	3194	1		
2020-01-28 13:00:00	3197	1		
2020-01-26 23:00:00	3200	1		
2020-01-31 19:00:00	3203	3		
2020-01-27 20:30:00	3206	1		
2020-02-01 10:00:00	3209	4		
2020-01-28 23:00:00	3212	1		
2020-01-28 18:00:00	3215	1		
2020-01-27 09:00:00	3218	1		
2020-02-03 21:00:00	3221	4		
2020-02-02 21:00:00	3224	4		
2020-01-27 19:00:00	3227	1		
2020-01-31 14:00:00	3230	3		
2020-01-26 11:00:00	143	1		
2020-01-29 21:00:00	3236	2		
2020-01-29 14:30:00	3239	1		
2020-01-30 11:00:00	3242	2		
2020-01-29 13:30:00	3245	1		
2020-01-26 23:00:00	3248	1		
2020-01-28 13:00:00	3251	1		
2020-01-31 19:00:00	3254	2		
2020-01-28 23:00:00	3257	1		
2020-01-28 18:00:00	3260	1		
2020-02-01 10:00:00	3263	3		
2020-01-27 20:30:00	3266	1		
2020-02-02 21:00:00	3269	3		
2020-02-03 21:00:00	3272	3		
2020-01-27 09:00:00	3275	1		
2020-01-27 19:00:00	3278	1		
2020-01-31 14:00:00	3281	2		
2020-01-26 11:00:00	146	1		
2020-01-29 21:00:00	3287	1		
2020-01-29 14:30:00	3290	1		
2020-01-30 11:00:00	3293	1		
2020-01-29 13:30:00	3296	1		
2020-01-26 23:00:00	3299	1		
2020-01-28 13:00:00	3302	1		
2020-01-31 19:00:00	3305	1		
2020-02-01 10:00:00	3308	1		
2020-01-27 20:30:00	3311	1		
2020-01-28 23:00:00	3314	1		
2020-01-28 18:00:00	3317	1		
2020-02-02 21:00:00	3320	1		
2020-02-03 21:00:00	3323	1		
2020-01-27 09:00:00	3326	1		
2020-01-27 19:00:00	3329	1		
2020-01-31 14:00:00	3332	1		
2020-01-31 14:00:00	149	5		
2020-01-27 20:30:00	3338	1		
2020-02-01 10:00:00	3341	7		
2020-01-28 23:00:00	3344	4		
2020-01-28 18:00:00	3347	4		
2020-02-03 21:00:00	3350	10		
2020-02-02 21:00:00	3353	10		
2020-01-29 13:30:00	3356	4		
2020-01-28 13:00:00	3359	1		
2020-01-31 19:00:00	3362	7		
2020-01-29 21:00:00	3365	4		
2020-01-29 14:30:00	3368	4		
2020-01-30 11:00:00	3371	4		
2020-01-31 19:00:00	152	2		
2020-01-29 13:30:00	3377	1		
2020-01-28 13:00:00	3380	1		
2020-01-29 14:30:00	3383	1		
2020-01-30 11:00:00	3386	2		
2020-01-29 21:00:00	3389	1		
2020-01-31 14:00:00	3392	2		
2020-01-27 19:00:00	3395	1		
2020-02-03 21:00:00	3398	2		
2020-01-27 09:00:00	3401	1		
2020-02-02 21:00:00	3404	2		
2020-01-27 20:30:00	3407	1		
2020-02-01 10:00:00	3410	2		
2020-01-28 23:00:00	3413	1		
2020-01-28 18:00:00	3416	1		
2020-01-29 13:30:00	155	1		
2020-01-28 13:00:00	3422	1		
2020-01-31 19:00:00	3425	1		
2020-01-29 21:00:00	3428	1		
2020-01-30 11:00:00	3431	1		
2020-01-29 14:30:00	3434	1		
2020-01-27 19:00:00	3437	1		
2020-01-31 14:00:00	3440	1		
2020-01-28 18:00:00	3443	1		
2020-01-28 23:00:00	3446	1		
2020-01-27 20:30:00	3449	1		
2020-02-01 10:00:00	3452	1		
2020-02-02 21:00:00	3455	1		
2020-02-03 21:00:00	3458	1		
2020-01-27 09:00:00	3461	1		
2020-01-31 19:00:00	158	1		
2020-01-29 13:30:00	3467	1		
2020-01-28 13:00:00	3470	1		
2020-01-29 14:30:00	3473	1		
2020-01-30 11:00:00	3476	1		
2020-01-29 21:00:00	3479	1		
2020-01-31 14:00:00	3482	1		
2020-01-27 19:00:00	3485	1		
2020-02-02 21:00:00	3488	1		
2020-02-03 21:00:00	3491	1		
2020-02-01 10:00:00	3494	1		
2020-01-27 20:30:00	3497	1		
2020-01-28 23:00:00	3500	1		
2020-01-28 18:00:00	3503	1		
2020-01-29 14:30:00	161	1		
2020-01-30 11:00:00	3509	1		
2020-01-29 21:00:00	3512	1		
2020-01-31 19:00:00	3515	1		
2020-01-29 13:30:00	3518	1		
2020-01-28 13:00:00	3521	1		
2020-02-03 21:00:00	3524	1		
2020-02-02 21:00:00	3527	1		
2020-01-28 23:00:00	3530	1		
2020-01-28 18:00:00	3533	1		
2020-02-01 10:00:00	3536	1		
2020-01-31 14:00:00	3539	1		
2020-01-29 21:00:00	164	4		
2020-01-29 14:30:00	3545	4		
2020-01-30 11:00:00	3548	4		
2020-01-29 13:30:00	3551	4		
2020-01-31 19:00:00	3554	4		
2020-02-01 10:00:00	3557	4		
2020-02-03 21:00:00	3560	5		
2020-02-02 21:00:00	3563	5		
2020-01-31 14:00:00	3566	4		
2020-01-31 14:00:00	167	1		
2020-02-01 10:00:00	3572	1		
2020-02-03 21:00:00	3575	2		
2020-02-02 21:00:00	3578	2		
2020-01-29 13:30:00	3581	1		
2020-01-31 19:00:00	3584	1		
2020-01-29 21:00:00	3587	1		
2020-01-29 14:30:00	3590	1		
2020-01-30 11:00:00	3593	1		
2020-01-31 19:00:00	170	1		
2020-01-29 13:30:00	3599	1		
2020-01-30 11:00:00	3602	1		
2020-01-29 14:30:00	3605	1		
2020-01-29 21:00:00	3608	1		
2020-01-31 14:00:00	3611	1		
2020-02-02 21:00:00	3614	2		
2020-02-03 21:00:00	3617	2		
2020-02-01 10:00:00	3620	1		
2020-01-29 21:00:00	173	1		
2020-01-29 14:30:00	3626	1		
2020-01-30 11:00:00	3629	1		
2020-01-29 13:30:00	3632	1		
2020-01-31 19:00:00	3635	1		
2020-02-01 10:00:00	3638	1		
2020-02-03 21:00:00	3641	1		
2020-02-02 21:00:00	3644	1		
2020-01-31 14:00:00	3647	1		
2020-01-31 19:00:00	176	2		
2020-02-01 10:00:00	3653	2		
2020-02-03 21:00:00	3656	2		
2020-02-02 21:00:00	3659	2		
2020-01-31 14:00:00	3662	2		
2020-02-01 10:00:00	179	2		
2020-02-03 21:00:00	3668	2		
2020-02-02 21:00:00	3671	2		
2020-01-31 14:00:00	3674	2		
2020-01-31 19:00:00	3677	2		
2020-02-01 10:00:00	182	2		
2020-02-03 21:00:00	3683	2		
2020-02-02 21:00:00	3686	2		
2020-01-31 14:00:00	3689	2		
2020-01-31 19:00:00	3692	2		
2020-01-31 19:00:00	185	1		
2020-02-03 21:00:00	3698	1		
2020-02-02 21:00:00	3701	1		
2020-02-01 10:00:00	3704	1		
2020-01-31 14:00:00	3707	1		
2020-02-01 10:00:00	188	2		
2020-02-03 21:00:00	3713	2		
2020-02-02 21:00:00	3716	2		
2020-02-01 10:00:00	191	1		
2020-02-02 21:00:00	3722	1		
2020-02-03 21:00:00	3725	1		
2020-02-02 21:00:00	194	1		
2020-02-03 21:00:00	3731	1		
